name,LM Main Class,LM Subclass
AcCar(16:0),Fatty esters,Fatty acyl carnitines
AcCar(18:1),Fatty esters,Fatty acyl carnitines
BMP(16:0_18:0),Glycerophosphoglycerols,Bismonoacylglycerophosphate
BMP(16:0_20:1),Glycerophosphoglycerols,Bismonoacylglycerophosphate
BMP(18:0_18:0),Glycerophosphoglycerols,Bismonoacylglycerophosphate
BMP(18:0_18:1),Glycerophosphoglycerols,Bismonoacylglycerophosphate
CE(18:2),Sterols,Sterol Esters
Cer-EODS(d18:0/12:1-O-16:0),Ceramides,Ceramide Esterified omega-hydroxy fatty acid-dihydrosphingosine
Cer-NDS(d18:0/16:0),Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine
Cer-NDS(d18:0/22:0),Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine
Cer-NDS(d18:0/24:1),Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine
Cer-NS(d18:1/14:0),Ceramides,Ceramide non-hydroxyfatty acid-sphingosine
Cer-NS(d18:1/16:0),Ceramides,Ceramide non-hydroxyfatty acid-sphingosine
Cer-NS(d18:1/18:0),Ceramides,Ceramide non-hydroxyfatty acid-sphingosine
Cer-NS(d18:1/22:0),Ceramides,Ceramide non-hydroxyfatty acid-sphingosine
Cer-NS(d18:1/24:0),Ceramides,Ceramide non-hydroxyfatty acid-sphingosine
Cer-NS(d18:1/24:1),Ceramides,Ceramide non-hydroxyfatty acid-sphingosine
Cer-NS(d18:2/16:0),Ceramides,Ceramide non-hydroxyfatty acid-sphingosine
Cer-NS(d18:2/24:1),Ceramides,Ceramide non-hydroxyfatty acid-sphingosine
Cer-NS(d19:1/25:1),Ceramides,Ceramide non-hydroxyfatty acid-sphingosine
Cer-NS(d19:2/24:1),Ceramides,Ceramide non-hydroxyfatty acid-sphingosine
Cer-NS(d20:1/24:0),Ceramides,Ceramide non-hydroxyfatty acid-sphingosine
CL(16:0_18:0_18:0_18:1),Glycerophosphoglycerophosphoglycerols,Diacylglycerophosphoglycerophosphodiradylglycerols 
CL(16:0_18:1_20:0_20:0),Glycerophosphoglycerophosphoglycerols,Diacylglycerophosphoglycerophosphodiradylglycerols 
CL(16:1_18:1_18:1_18:2),Glycerophosphoglycerophosphoglycerols,Diacylglycerophosphoglycerophosphodiradylglycerols 
CL(18:0_20:0_20:0_20:1),Glycerophosphoglycerophosphoglycerols,Diacylglycerophosphoglycerophosphodiradylglycerols 
CL(18:0_20:2_20:2_20:2),Glycerophosphoglycerophosphoglycerols,Diacylglycerophosphoglycerophosphodiradylglycerols 
CL(18:1_18:1_18:2_20:3),Glycerophosphoglycerophosphoglycerols,Diacylglycerophosphoglycerophosphodiradylglycerols 
CL(18:1_20:0_20:1_20:1),Glycerophosphoglycerophosphoglycerols,Diacylglycerophosphoglycerophosphodiradylglycerols 
CL(18:1_20:0_20:1_20:2),Glycerophosphoglycerophosphoglycerols,Diacylglycerophosphoglycerophosphodiradylglycerols 
DG(16:0_18:0),Diradylglycerols,Diacylglycerols
DG(18:0_18:0),Diradylglycerols,Diacylglycerols
DG(18:1_18:1),Diradylglycerols,Diacylglycerols
DMPE(14:0_16:0),Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines
DMPE(14:0_16:1),Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines
DMPE(14:1_16:1),Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines
DMPE(16:0_20:4),Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines
DMPE(16:0_22:1),Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines
DMPE(16:0_22:6),Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines
DMPE(16:0_24:1),Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines
DMPE(17:1_18:1),Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines
DMPE(18:0_18:1),Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines
DMPE(18:0_20:3),Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines
DMPE(18:1_20:1),Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines
DMPE(18:1_22:2),Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines
DMPE(18:1_24:1),Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines
DMPE(18:1_26:0),Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines
DMPE(20:1_24:1),Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines
DMPE(20:3_22:1),Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines
DMPE(20:4_24:1),Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines
FAHFA(16:0/18:2),Fatty esters,Fatty acid ester of hydroxyl fatty acid
FAHFA(18:0/20:2),Fatty esters,Fatty acid ester of hydroxyl fatty acid
FAHFA(18:0/22:3),Fatty esters,Fatty acid ester of hydroxyl fatty acid
FAHFA(18:2/20:4),Fatty esters,Fatty acid ester of hydroxyl fatty acid
HexCer-NS(d18:1/16:0),Neutral glycosphingolipids,Hexosylceramide non-hydroxyfatty acid-sphingosine
HexCer-NS(d18:1/23:0),Neutral glycosphingolipids,Hexosylceramide non-hydroxyfatty acid-sphingosine
HexCer-NS(d18:1/24:0),Neutral glycosphingolipids,Hexosylceramide non-hydroxyfatty acid-sphingosine
HexCer-NS(d18:1/24:1),Neutral glycosphingolipids,Hexosylceramide non-hydroxyfatty acid-sphingosine
HexCer-NS(d18:1/26:1),Neutral glycosphingolipids,Hexosylceramide non-hydroxyfatty acid-sphingosine
HexCer-NS(d19:1/25:0),Neutral glycosphingolipids,Hexosylceramide non-hydroxyfatty acid-sphingosine
LPC(14:0),Glycerophosphocholines,Monoacylglycerophosphocholines
LPC(15:1),Glycerophosphocholines,Monoacylglycerophosphocholines
LPC(16:0),Glycerophosphocholines,Monoacylglycerophosphocholines
LPC(16:1),Glycerophosphocholines,Monoacylglycerophosphocholines
LPC(18:0),Glycerophosphocholines,Monoacylglycerophosphocholines
LPC(18:1),Glycerophosphocholines,Monoacylglycerophosphocholines
LPC(20:3),Glycerophosphocholines,Monoacylglycerophosphocholines
LPC(20:4),Glycerophosphocholines,Monoacylglycerophosphocholines
LPC(22:5),Glycerophosphocholines,Monoacylglycerophosphocholines
LPC(24:1),Glycerophosphocholines,Monoacylglycerophosphocholines
LPC(26:0),Glycerophosphocholines,Monoacylglycerophosphocholines
LPE(16:0),Glycerophosphoethanolamines,Monoacylglycerophosphoethanolamines
LPE(16:1),Glycerophosphoethanolamines,Monoacylglycerophosphoethanolamines
LPE(18:0),Glycerophosphoethanolamines,Monoacylglycerophosphoethanolamines
LPE(18:1),Glycerophosphoethanolamines,Monoacylglycerophosphoethanolamines
LPE(18:2),Glycerophosphoethanolamines,Monoacylglycerophosphoethanolamines
LPE(20:4),Glycerophosphoethanolamines,Monoacylglycerophosphoethanolamines
LPI(18:1),Glycerophosphoinositols,Monoacylglycerophosphoinositols
LPS(18:0),Glycerophosphoserines,Lysophosphatidylserine
LPS(22:0),Glycerophosphoserines,Lysophosphatidylserine
MGDG(13:0_18:2),Glycosyldiradylglycerols,Glycosyldiacylglycerols 
MGDG(13:0_22:5),Glycosyldiradylglycerols,Glycosyldiacylglycerols 
MGDG(15:0_18:2),Glycosyldiradylglycerols,Glycosyldiacylglycerols 
MGDG(16:0_18:3),Glycosyldiradylglycerols,Glycosyldiacylglycerols 
MGDG(16:0_20:5),Glycosyldiradylglycerols,Glycosyldiacylglycerols 
MGDG(16:0_22:6),Glycosyldiradylglycerols,Glycosyldiacylglycerols 
MGDG(16:1_22:5),Glycosyldiradylglycerols,Glycosyldiacylglycerols 
MGDG(18:1_20:3),Glycosyldiradylglycerols,Glycosyldiacylglycerols 
MGDG(18:1_20:4),Glycosyldiradylglycerols,Glycosyldiacylglycerols 
MGDG(9:0_22:0),Glycosyldiradylglycerols,Glycosyldiacylglycerols 
MGDG(9:0_9:0),Glycosyldiradylglycerols,Glycosyldiacylglycerols 
MMPE(18:0_20:3),Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines
MMPE(18:1_24:0),Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines
MMPE(20:1_24:0),Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines
MMPE(20:1_24:1),Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines
MMPE(20:2_24:1),Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines
OxTG(16:0_16:0_18:1(OOO)),Triradylglycerols,Triacylglycerols
OxTG(16:0_18:0_18:1(OOO)),Triradylglycerols,Triacylglycerols
OxTG(16:0_18:1_20:1(OOO)),Triradylglycerols,Triacylglycerols
OxTG(16:1_18:0_17:2(OH)),Triradylglycerols,Triacylglycerols
OxTG(16:1_18:1_15:0(CHO)),Triradylglycerols,Triacylglycerols
PC(13:0_16:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(14:0_14:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(14:0_16:0),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(14:0_16:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(14:0_17:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(14:0_20:4),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(14:0_26:0),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(14:1_16:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(15:0_15:0),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(15:0_16:0),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(15:0_16:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(15:0_17:0),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(15:0_17:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(15:0_18:2),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(15:0_20:3),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(15:0_22:4),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(15:0_22:5),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(15:1_16:0),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(15:1_16:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(15:1_18:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(15:1_18:2),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(15:1_20:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(15:1_20:3),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(15:1_22:4),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(15:1_22:5),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(15:1_22:6),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:0_16:0),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:0_16:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:0_17:0),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:0_17:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:0_18:0),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:0_18:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:0_18:2),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:0_20:0),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:0_20:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:0_20:3),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:0_20:4),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:0_20:5),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:0_22:6),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:0_24:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:0_26:0),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:1_16:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:1_17:0),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:1_18:0),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:1_18:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:1_18:2),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:1_18:3),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:1_20:3),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:1_22:4),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(16:1_22:5),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(17:0_17:0),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(17:0_18:0),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(17:0_18:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(17:0_18:2),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(17:0_20:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(17:0_20:4),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(17:1_18:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(17:1_18:2),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(17:1_20:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(17:1_22:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(17:1_22:2),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(17:2_20:4),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:0_18:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:0_18:2),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:0_20:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:0_20:2),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:0_20:4),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:0_22:2),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:0_22:5),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:1_18:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:1_18:2),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:1_19:0),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:1_20:0),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:1_20:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:1_20:2),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:1_20:3),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:1_20:4),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:1_20:5),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:1_22:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:1_22:2),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:1_22:3),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:1_22:5),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:1_22:6),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:1_24:0),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:1_24:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:1_26:0),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:2_18:2),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:2_19:0),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:2_20:2),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(18:2_24:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(20:1_22:5),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(20:2_20:3),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(20:3_20:4),Glycerophosphocholines,Diacylglycerophosphocholines 
PC(20:3_22:1),Glycerophosphocholines,Diacylglycerophosphocholines 
PE(14:0_16:0),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(16:0_16:1),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(16:0_17:1),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(16:0_18:0),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(16:0_20:3),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(16:0_20:4),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(16:0_22:4),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(16:0_22:6),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(16:1_18:1),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(16:1_20:4),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(16:1_22:6),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(16:1_24:0),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(17:0_20:4),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(17:1_18:1),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(18:0_18:1),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(18:0_20:3),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(18:0_20:4),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(18:0_20:5),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(18:0_22:5),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(18:1_18:2),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(18:1_19:0),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(18:1_20:3),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(18:1_20:4),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(18:1_20:5),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(18:1_22:0),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(18:1_22:1),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(18:1_22:5),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(18:1_22:6),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(18:1_24:0),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
PE(18:1_24:1),Glycerophosphoethanolamines,Diacylglycerophospho-ethanolamines 
